Virus,Region,Sub-region,Date,Type,Case Number,Comments
Ebolavirus,Africa,Liberia,2015-08-20,Suspected,Data not available.,
Ebolavirus,Africa,Liberia,2015-08-20,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-08-20,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-08-20,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-08-20,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-08-20,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-08-30,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-09-06,Suspected,Data not available.,
Ebolavirus,Africa,Liberia,2015-09-07,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-09-07,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-09-07,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-09-07,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-09-07,Suspected,Data not available.,
Ebolavirus,Africa,Liberia,2015-09-07,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-09-07,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-09-07,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-09-07,Suspected,Data not available.,
Ebolavirus,Africa,Liberia,2015-09-07,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-09-17,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-09-17,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-09-17,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-09-17,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-09-20,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-09-20,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-09-20,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-09-20,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-09-20,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-09-20,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-09-20,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-09-20,Suspected,Data not available.,
Ebolavirus,Africa,Liberia,2015-09-20,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-09-20,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-09-20,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-09-20,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-09-20,Suspected,Data not available.,
Ebolavirus,Africa,Liberia,2015-09-20,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-09-20,Suspected,Data not available.,
Ebolavirus,Africa,Liberia,2015-09-20,Suspected,Data not available.,
Ebolavirus,Africa,Liberia,2015-09-20,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-09-20,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-09-20,Suspected,Data not available.,
Ebolavirus,Africa,Liberia,2015-09-20,Suspected,Data not available.,
Ebolavirus,Africa,Liberia,2015-09-20,Suspected,Data not available.,
Ebolavirus,Africa,Liberia,2015-09-20,Suspected,Data not available.,
Ebolavirus,Africa,Liberia,2015-09-20,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-09-20,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-09-20,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-09-20,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-09-20,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-09-20,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-09-20,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-09-20,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-09-20,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-09-20,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-09-20,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-09-20,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-09-20,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-09-20,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-09-20,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-09-20,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-09-20,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-09-20,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-11-22,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-11-22,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-11-22,Suspected,Data not available.,
Ebolavirus,Africa,Liberia,2015-11-22,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-11-22,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-11-29,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-11-29,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-11-29,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-11-29,Suspected,Data not available.,
Ebolavirus,Africa,Liberia,2015-11-29,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-12-06,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-12-06,Suspected,Data not available.,
Ebolavirus,Africa,Liberia,2015-12-06,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-12-06,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-12-06,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-12-13,Suspected,Data not available.,
Ebolavirus,Africa,Liberia,2015-12-13,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-12-13,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-12-13,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-12-13,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-12-20,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-12-20,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-12-20,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-12-20,Suspected,Not available,
Ebolavirus,Africa,Liberia,2015-12-20,Suspected,Data not available.,
Ebolavirus,Africa,Liberia,2015-12-27,Suspected,Data not available.,
Ebolavirus,Africa,Liberia,2016-01-03,Suspected,Data not available.,
Ebolavirus,Africa,Liberia,2016-01-10,Suspected,Data not available.,
Ebolavirus,Africa,Sierra Leone,2014-11-25,Suspected,1128,
Ebolavirus,Africa,Sierra Leone,2014-11-28,Suspected,1199,
Ebolavirus,Africa,Sierra Leone,2014-11-30,Suspected,1255,
Ebolavirus,Africa,Sierra Leone,2014-11-30,Suspected,1255,
Ebolavirus,Africa,Sierra Leone,2014-12-01,Suspected,1302,
Ebolavirus,Africa,Sierra Leone,2014-12-03,Suspected,1355,
Ebolavirus,Africa,Sierra Leone,2014-12-06,Suspected,1402,
Ebolavirus,Africa,Sierra Leone,2014-12-07,Suspected,1443,
Ebolavirus,Africa,Sierra Leone,2014-12-09,Suspected,1478,
Ebolavirus,Africa,Sierra Leone,2014-12-10,Suspected,1493,
Ebolavirus,Africa,Sierra Leone,2014-12-13,Suspected,1556,
Ebolavirus,Africa,Sierra Leone,2014-12-14,Suspected,1575,
Ebolavirus,Africa,Sierra Leone,2014-12-17,Suspected,1616,
Ebolavirus,Africa,Sierra Leone,2014-12-20,Suspected,1677,
Ebolavirus,Africa,Sierra Leone,2014-12-21,Suspected,1700,
Ebolavirus,Africa,Sierra Leone,2014-12-21,Suspected,1700,
Ebolavirus,Africa,Sierra Leone,2014-12-24,Suspected,1756,
Ebolavirus,Africa,Sierra Leone,2014-12-27,Suspected,1796,
Ebolavirus,Africa,Sierra Leone,2014-12-28,Suspected,1805,
Ebolavirus,Africa,Sierra Leone,2014-12-28,Suspected,1805,
Ebolavirus,Africa,Sierra Leone,2014-12-31,Suspected,1870,
Ebolavirus,Africa,Sierra Leone,2015-01-03,Suspected,1915,
Ebolavirus,Africa,Sierra Leone,2015-01-04,Suspected,1891,
Ebolavirus,Africa,Sierra Leone,2015-01-04,Suspected,1891,
Ebolavirus,Africa,Sierra Leone,2015-01-06,Suspected,1984,
Ebolavirus,Africa,Sierra Leone,2015-01-06,Suspected,1984,
Ebolavirus,Africa,Sierra Leone,2015-01-10,Suspected,2041,
Ebolavirus,Africa,Sierra Leone,2015-01-10,Suspected,2041,
Ebolavirus,Africa,Sierra Leone,2015-01-11,Suspected,2051,
Ebolavirus,Africa,Sierra Leone,2015-01-12,Suspected,2061,
Ebolavirus,Africa,Sierra Leone,2015-01-13,Suspected,2074,
Ebolavirus,Africa,Sierra Leone,2015-01-17,Suspected,2136,
Ebolavirus,Africa,Sierra Leone,2015-01-18,Suspected,2150,
Ebolavirus,Africa,Sierra Leone,2015-01-18,Suspected,2150,
Ebolavirus,Africa,Sierra Leone,2015-01-19,Suspected,2166,
Ebolavirus,Africa,Sierra Leone,2015-01-20,Suspected,2192,
Ebolavirus,Africa,Sierra Leone,2015-01-24,Suspected,2241,
Ebolavirus,Africa,Sierra Leone,2015-01-25,Suspected,2263,
Ebolavirus,Africa,Sierra Leone,2015-01-25,Suspected,2263,
Ebolavirus,Africa,Sierra Leone,2015-01-26,Suspected,2273,
Ebolavirus,Africa,Sierra Leone,2015-01-27,Suspected,2285,
Ebolavirus,Africa,Sierra Leone,2015-01-31,Suspected,2378,
Ebolavirus,Africa,Sierra Leone,2015-02-01,Suspected,2394,
Ebolavirus,Africa,Sierra Leone,2015-02-01,Suspected,2394,
Ebolavirus,Africa,Sierra Leone,2015-02-02,Suspected,2406,
Ebolavirus,Africa,Sierra Leone,2015-02-03,Suspected,2421,
Ebolavirus,Africa,Sierra Leone,2015-02-07,Suspected,2496,
Ebolavirus,Africa,Sierra Leone,2015-02-08,Suspected,2512,
Ebolavirus,Africa,Sierra Leone,2015-02-08,Suspected,2512,
Ebolavirus,Africa,Sierra Leone,2015-02-09,Suspected,2529,
Ebolavirus,Africa,Sierra Leone,2015-02-10,Suspected,2545,
Ebolavirus,Africa,Sierra Leone,2015-02-14,Suspected,2588,
Ebolavirus,Africa,Sierra Leone,2015-02-15,Suspected,2604,
Ebolavirus,Africa,Sierra Leone,2015-02-15,Suspected,2604,
Ebolavirus,Africa,Sierra Leone,2015-02-17,Suspected,2645,
Ebolavirus,Africa,Sierra Leone,2015-02-17,Suspected,2645,
Ebolavirus,Africa,Sierra Leone,2015-02-17,Suspected,2645,
Ebolavirus,Africa,Sierra Leone,2015-02-22,Suspected,2725,
Ebolavirus,Africa,Sierra Leone,2015-02-24,Suspected,2746,
Ebolavirus,Africa,Sierra Leone,2015-02-25,Suspected,2763,
Ebolavirus,Africa,Sierra Leone,2015-02-28,Suspected,2803,
Ebolavirus,Africa,Sierra Leone,2015-03-01,Suspected,2809,
Ebolavirus,Africa,Sierra Leone,2015-03-03,Suspected,2827,
Ebolavirus,Africa,Sierra Leone,2015-03-04,Suspected,2841,
Ebolavirus,Africa,Sierra Leone,2015-03-07,Suspected,2883,
Ebolavirus,Africa,Sierra Leone,2015-03-08,Suspected,2904,
Ebolavirus,Africa,Sierra Leone,2015-03-08,Suspected,2904,
Ebolavirus,Africa,Sierra Leone,2015-03-10,Suspected,2927,
Ebolavirus,Africa,Sierra Leone,2015-03-11,Suspected,2940,
Ebolavirus,Africa,Sierra Leone,2015-03-14,Suspected,2971,
Ebolavirus,Africa,Sierra Leone,2015-03-15,Suspected,2977,
Ebolavirus,Africa,Sierra Leone,2015-03-15,Suspected,2977,
Ebolavirus,Africa,Sierra Leone,2015-03-17,Suspected,2990,
Ebolavirus,Africa,Sierra Leone,2015-03-18,Suspected,2999,
Ebolavirus,Africa,Sierra Leone,2015-03-21,Suspected,3024,
Ebolavirus,Africa,Sierra Leone,2015-03-22,Suspected,3034,
Ebolavirus,Africa,Sierra Leone,2015-03-22,Suspected,3034,
Ebolavirus,Africa,Sierra Leone,2015-03-24,Suspected,3050,
Ebolavirus,Africa,Sierra Leone,2015-03-25,Suspected,3070,
Ebolavirus,Africa,Sierra Leone,2015-03-28,Suspected,3115,
Ebolavirus,Africa,Sierra Leone,2015-03-29,Suspected,3142,
Ebolavirus,Africa,Sierra Leone,2015-03-29,Suspected,3142,
Ebolavirus,Africa,Sierra Leone,2015-03-31,Suspected,3188,
Ebolavirus,Africa,Sierra Leone,2015-04-05,Suspected,3297,
Ebolavirus,Africa,Sierra Leone,2015-04-05,Suspected,3297,
Ebolavirus,Africa,Sierra Leone,2015-04-07,Suspected,3310,
Ebolavirus,Africa,Sierra Leone,2015-04-08,Suspected,3324,
Ebolavirus,Africa,Sierra Leone,2015-04-10,Suspected,3341,
Ebolavirus,Africa,Sierra Leone,2015-04-12,Suspected,3351,
Ebolavirus,Africa,Sierra Leone,2015-04-12,Suspected,3351,
Ebolavirus,Africa,Sierra Leone,2015-04-14,Suspected,3370,
Ebolavirus,Africa,Sierra Leone,2015-04-15,Suspected,3388,
Ebolavirus,Africa,Sierra Leone,2015-04-17,Suspected,3397,
Ebolavirus,Africa,Sierra Leone,2015-04-19,Suspected,3405,
Ebolavirus,Africa,Sierra Leone,2015-04-19,Suspected,3405,
Ebolavirus,Africa,Sierra Leone,2015-04-21,Suspected,3426,
Ebolavirus,Africa,Sierra Leone,2015-04-22,Suspected,3442,
Ebolavirus,Africa,Sierra Leone,2015-04-25,Suspected,3490,
Ebolavirus,Africa,Sierra Leone,2015-04-26,Suspected,3498,
Ebolavirus,Africa,Sierra Leone,2015-04-26,Suspected,3498,
Ebolavirus,Africa,Sierra Leone,2015-04-28,Suspected,3512,
Ebolavirus,Africa,Sierra Leone,2015-04-29,Suspected,3521,
Ebolavirus,Africa,Sierra Leone,2015-05-02,Suspected,3547,
Ebolavirus,Africa,Sierra Leone,2015-05-03,Suspected,3558,
Ebolavirus,Africa,Sierra Leone,2015-05-03,Suspected,3558,
Ebolavirus,Africa,Sierra Leone,2015-05-05,Suspected,3586,
Ebolavirus,Africa,Sierra Leone,2015-05-06,Suspected,3608,
Ebolavirus,Africa,Sierra Leone,2015-05-09,Suspected,3635,
Ebolavirus,Africa,Sierra Leone,2015-05-10,Suspected,3639,
Ebolavirus,Africa,Sierra Leone,2015-05-10,Suspected,3639,
Ebolavirus,Africa,Sierra Leone,2015-05-12,Suspected,3652,
Ebolavirus,Africa,Sierra Leone,2015-05-13,Suspected,3655,
Ebolavirus,Africa,Sierra Leone,2015-05-16,Suspected,3703,
Ebolavirus,Africa,Sierra Leone,2015-05-17,Suspected,3740,
Ebolavirus,Africa,Sierra Leone,2015-05-17,Suspected,3740,
Ebolavirus,Africa,Sierra Leone,2015-05-19,Suspected,3762,
Ebolavirus,Africa,Sierra Leone,2015-05-20,Suspected,3771,
Ebolavirus,Africa,Sierra Leone,2015-05-23,Suspected,3801,
Ebolavirus,Africa,Sierra Leone,2015-05-24,Suspected,3811,
Ebolavirus,Africa,Sierra Leone,2015-05-24,Suspected,3811,
Ebolavirus,Africa,Sierra Leone,2015-05-26,Suspected,3837,
Ebolavirus,Africa,Sierra Leone,2015-05-27,Suspected,3844,
Ebolavirus,Africa,Sierra Leone,2015-05-30,Suspected,3911,
Ebolavirus,Africa,Sierra Leone,2015-05-31,Suspected,3920,
Ebolavirus,Africa,Sierra Leone,2015-05-31,Suspected,3920,
Ebolavirus,Africa,Sierra Leone,2015-06-02,Suspected,3940,
Ebolavirus,Africa,Sierra Leone,2015-06-03,Suspected,3948,
Ebolavirus,Africa,Sierra Leone,2015-06-06,Suspected,3967,
Ebolavirus,Africa,Sierra Leone,2015-06-07,Suspected,3979,
Ebolavirus,Africa,Sierra Leone,2015-06-07,Suspected,3979,
Ebolavirus,Africa,Sierra Leone,2015-06-09,Suspected,3986,
Ebolavirus,Africa,Sierra Leone,2015-06-10,Suspected,3998,
Ebolavirus,Africa,Sierra Leone,2015-06-13,Suspected,4026,
Ebolavirus,Africa,Sierra Leone,2015-06-14,Suspected,4029,
Ebolavirus,Africa,Sierra Leone,2015-06-14,Suspected,4029,
Ebolavirus,Africa,Sierra Leone,2015-06-16,Suspected,4052,
Ebolavirus,Africa,Sierra Leone,2015-06-17,Suspected,4071,
Ebolavirus,Africa,Sierra Leone,2015-06-20,Suspected,4107,
Ebolavirus,Africa,Sierra Leone,2015-06-21,Suspected,4115,
Ebolavirus,Africa,Sierra Leone,2015-06-21,Suspected,4115,
Ebolavirus,Africa,Sierra Leone,2015-06-23,Suspected,4136,
Ebolavirus,Africa,Sierra Leone,2015-06-24,Suspected,4144,
Ebolavirus,Africa,Sierra Leone,2015-06-27,Suspected,4164,
Ebolavirus,Africa,Sierra Leone,2015-06-28,Suspected,4167,
Ebolavirus,Africa,Sierra Leone,2015-06-28,Suspected,4167,
Ebolavirus,Africa,Sierra Leone,2015-06-30,Suspected,4174,
Ebolavirus,Africa,Sierra Leone,2015-07-01,Suspected,4177,
Ebolavirus,Africa,Sierra Leone,2015-07-04,Suspected,4190,
Ebolavirus,Africa,Sierra Leone,2015-07-05,Suspected,4194,
Ebolavirus,Africa,Sierra Leone,2015-07-05,Suspected,4194,
Ebolavirus,Africa,Sierra Leone,2015-07-07,Suspected,4207,
Ebolavirus,Africa,Sierra Leone,2015-07-08,Suspected,4214,
Ebolavirus,Africa,Sierra Leone,2015-07-11,Suspected,4227,
Ebolavirus,Africa,Sierra Leone,2015-07-12,Suspected,4234,
Ebolavirus,Africa,Sierra Leone,2015-07-12,Suspected,4234,
Ebolavirus,Africa,Sierra Leone,2015-07-12,Suspected,4234,
Ebolavirus,Africa,Sierra Leone,2015-07-12,Suspected,4234,
Ebolavirus,Africa,Sierra Leone,2015-07-18,Suspected,4262,
Ebolavirus,Africa,Sierra Leone,2015-07-19,Suspected,4271,
Ebolavirus,Africa,Sierra Leone,2015-07-19,Suspected,4271,
Ebolavirus,Africa,Sierra Leone,2015-07-21,Suspected,4282,
Ebolavirus,Africa,Sierra Leone,2015-07-22,Suspected,4284,
Ebolavirus,Africa,Sierra Leone,2015-07-25,Suspected,4302,
Ebolavirus,Africa,Sierra Leone,2015-07-26,Suspected,4309,
Ebolavirus,Africa,Sierra Leone,2015-07-26,Suspected,4309,
Ebolavirus,Africa,Sierra Leone,2015-07-28,Suspected,4398,
Ebolavirus,Africa,Sierra Leone,2015-07-29,Suspected,4406,
Ebolavirus,Africa,Sierra Leone,2015-08-01,Suspected,4420,
Ebolavirus,Africa,Sierra Leone,2015-08-02,Suspected,4424,
Ebolavirus,Africa,Sierra Leone,2015-08-02,Suspected,4424,
Ebolavirus,Africa,Sierra Leone,2015-08-04,Suspected,4443,
Ebolavirus,Africa,Sierra Leone,2015-08-05,Suspected,4445,
Ebolavirus,Africa,Sierra Leone,2015-08-08,Suspected,4481,
Ebolavirus,Africa,Sierra Leone,2015-08-09,Suspected,4486,
Ebolavirus,Africa,Sierra Leone,2015-08-09,Suspected,4486,
Ebolavirus,Africa,Sierra Leone,2015-08-11,Suspected,4500,
Ebolavirus,Africa,Sierra Leone,2015-08-12,Suspected,4501,
Ebolavirus,Africa,Sierra Leone,2015-08-14,Suspected,4505,
Ebolavirus,Africa,Sierra Leone,2015-08-16,Suspected,4510,
Ebolavirus,Africa,Sierra Leone,2015-08-16,Suspected,4510,
Ebolavirus,Africa,Sierra Leone,2015-08-18,Suspected,4534,
Ebolavirus,Africa,Sierra Leone,2015-08-19,Suspected,4549,
Ebolavirus,Africa,Sierra Leone,2015-08-22,Suspected,4554,
Ebolavirus,Africa,Sierra Leone,2015-08-23,Suspected,4557,
Ebolavirus,Africa,Sierra Leone,2015-08-23,Suspected,4557,
Ebolavirus,Africa,Sierra Leone,2015-08-25,Suspected,4598,
Ebolavirus,Africa,Sierra Leone,2015-08-26,Suspected,4602,
Ebolavirus,Africa,Sierra Leone,2015-08-29,Suspected,4618,
Ebolavirus,Africa,Sierra Leone,2015-08-30,Suspected,4624,
Ebolavirus,Africa,Sierra Leone,2015-08-30,Suspected,4624,
Ebolavirus,Africa,Sierra Leone,2015-09-01,Suspected,4653,
Ebolavirus,Africa,Sierra Leone,2015-09-02,Suspected,4654,
Ebolavirus,Africa,Sierra Leone,2015-09-05,Suspected,4684,
Ebolavirus,Africa,Sierra Leone,2015-09-06,Suspected,4697,
Ebolavirus,Africa,Sierra Leone,2015-09-06,Suspected,4697,
Ebolavirus,Africa,Sierra Leone,2015-09-08,Suspected,4708,
Ebolavirus,Africa,Sierra Leone,2015-09-09,Suspected,4711,
Ebolavirus,Africa,Sierra Leone,2015-09-12,Suspected,4757,
Ebolavirus,Africa,Sierra Leone,2015-09-13,Suspected,4765,
Ebolavirus,Africa,Sierra Leone,2015-09-13,Suspected,4765,
Ebolavirus,Africa,Sierra Leone,2015-09-15,Suspected,4788,
Ebolavirus,Africa,Sierra Leone,2015-09-16,Suspected,4794,
Ebolavirus,Africa,Sierra Leone,2015-09-19,Suspected,4820,
Ebolavirus,Africa,Sierra Leone,2015-09-20,Suspected,4832,
Ebolavirus,Africa,Sierra Leone,2015-09-20,Suspected,4832,
Ebolavirus,Africa,Sierra Leone,2015-09-22,Suspected,4855,
Ebolavirus,Africa,Sierra Leone,2015-09-23,Suspected,4864,
Ebolavirus,Africa,Sierra Leone,2015-09-26,Suspected,4903,
Ebolavirus,Africa,Sierra Leone,2015-09-27,Suspected,4920,
Ebolavirus,Africa,Sierra Leone,2015-09-27,Suspected,4920,
Ebolavirus,Africa,Sierra Leone,2015-09-29,Suspected,4937,
Ebolavirus,Africa,Sierra Leone,2015-09-30,Suspected,4940,
Ebolavirus,Africa,Sierra Leone,2015-10-03,Suspected,4950,
Ebolavirus,Africa,Sierra Leone,2015-10-04,Suspected,4954,
Ebolavirus,Africa,Sierra Leone,2015-10-04,Suspected,4954,
Ebolavirus,Africa,Sierra Leone,2015-10-06,Suspected,4965,
Ebolavirus,Africa,Sierra Leone,2015-10-07,Suspected,4966,
Ebolavirus,Africa,Sierra Leone,2015-10-10,Suspected,4987,
Ebolavirus,Africa,Sierra Leone,2015-10-11,Suspected,4991,
Ebolavirus,Africa,Sierra Leone,2015-10-11,Suspected,4991,
Ebolavirus,Africa,Sierra Leone,2015-10-13,Suspected,5001,
Ebolavirus,Africa,Sierra Leone,2015-10-14,Suspected,5001,
Ebolavirus,Africa,Sierra Leone,2015-10-17,Suspected,5008,
Ebolavirus,Africa,Sierra Leone,2015-10-18,Suspected,5010,
Ebolavirus,Africa,Sierra Leone,2015-10-18,Suspected,5010,
Ebolavirus,Africa,Sierra Leone,2015-10-20,Suspected,5040,
Ebolavirus,Africa,Sierra Leone,2015-10-21,Suspected,5047,
Ebolavirus,Africa,Sierra Leone,2015-10-24,Suspected,5061,
Ebolavirus,Africa,Sierra Leone,2015-10-25,Suspected,5070,
Ebolavirus,Africa,Sierra Leone,2015-10-25,Suspected,5070,
Ebolavirus,Africa,Sierra Leone,2015-10-27,Suspected,5075,
Ebolavirus,Africa,Sierra Leone,2015-10-28,Suspected,5076,
Ebolavirus,Africa,Sierra Leone,2015-10-31,Suspected,5087,
Ebolavirus,Africa,Sierra Leone,2015-11-01,Suspected,5098,
Ebolavirus,Africa,Sierra Leone,2015-11-01,Suspected,5098,
Ebolavirus,Africa,Sierra Leone,2015-11-03,Suspected,5113,
Ebolavirus,Africa,Sierra Leone,2015-11-04,Suspected,5118,
Ebolavirus,Africa,Sierra Leone,2015-11-07,Suspected,5131,
Ebolavirus,Africa,Sierra Leone,2015-11-07,Suspected,5131,
Ebolavirus,Africa,Sierra Leone,2015-11-07,Suspected,5131,
Ebolavirus,Africa,Sierra Leone,2015-11-07,Suspected,5131,
Ebolavirus,Africa,Sierra Leone,2015-11-07,Suspected,5131,
Ebolavirus,Africa,Sierra Leone,2015-11-07,Suspected,5131,
Ebolavirus,Africa,Sierra Leone,2015-11-07,Suspected,5131,
Ebolavirus,Africa,Sierra Leone,2015-11-07,Suspected,5131,
Ebolavirus,Africa,Sierra Leone,2015-11-07,Suspected,5131,
Ebolavirus,Africa,Sierra Leone,2015-11-07,Suspected,5131,
Ebolavirus,Africa,Sierra Leone,2015-11-07,Suspected,5131,
Ebolavirus,Africa,Sierra Leone,2015-11-07,Suspected,5131,
Ebolavirus,Africa,Sierra Leone,2015-11-07,Suspected,5131,
Ebolavirus,Africa,Sierra Leone,2015-11-07,Suspected,5131,
Ebolavirus,Africa,Sierra Leone,2015-11-07,Suspected,5131,
Ebolavirus,Africa,Sierra Leone,2015-11-07,Suspected,5131,
Ebolavirus,Africa,Sierra Leone,2015-11-07,Suspected,5131,
Ebolavirus,Africa,Sierra Leone,2015-11-07,Suspected,5131,
Ebolavirus,Africa,Sierra Leone,2015-11-07,Suspected,5131,
Ebolavirus,Africa,Sierra Leone,2015-11-07,Suspected,5131,
Ebolavirus,Africa,Sierra Leone,2015-11-07,Suspected,5131,
Ebolavirus,Africa,Sierra Leone,2015-11-07,Suspected,5131,
Ebolavirus,Africa,Sierra Leone,2015-11-07,Suspected,5131,
Ebolavirus,Africa,Sierra Leone,2015-11-07,Suspected,5131,
Ebolavirus,Africa,Sierra Leone,2015-11-07,Suspected,5131,
Ebolavirus,Africa,Sierra Leone,2015-11-07,Suspected,5131,
Ebolavirus,Africa,Sierra Leone,2015-11-07,Suspected,5131,
Ebolavirus,Africa,Sierra Leone,2015-11-07,Suspected,5131,
Ebolavirus,Africa,Sierra Leone,2015-11-07,Suspected,5131,
Ebolavirus,Africa,Sierra Leone,2015-11-07,Suspected,5131,
Ebolavirus,Africa,Sierra Leone,2015-11-07,Suspected,5131,
Ebolavirus,Africa,Sierra Leone,2015-11-07,Suspected,5131,
Ebolavirus,Africa,Sierra Leone,2015-11-07,Suspected,5131,
Ebolavirus,Africa,Sierra Leone,2015-11-07,Suspected,5131,
Ebolavirus,Africa,Sierra Leone,2015-11-07,Suspected,5131,
Ebolavirus,Africa,Sierra Leone,2015-11-07,Suspected,5131,
Ebolavirus,Africa,Sierra Leone,2015-11-07,Suspected,5131,
Ebolavirus,Africa,Sierra Leone,2015-11-07,Suspected,5131,
Ebolavirus,Africa,Sierra Leone,2015-11-07,Suspected,5131,
Ebolavirus,Africa,Sierra Leone,2015-11-07,Suspected,5131,
Ebolavirus,Africa,Sierra Leone,2015-11-07,Suspected,5131,
Ebolavirus,Africa,Sierra Leone,2015-11-07,Suspected,5131,
Ebolavirus,Africa,Sierra Leone,2015-11-07,Suspected,5131,
Ebolavirus,Africa,Sierra Leone,2015-11-07,Suspected,5131,
Ebolavirus,Africa,Sierra Leone,2015-11-07,Suspected,5131,
Ebolavirus,Africa,Sierra Leone,2015-11-07,Suspected,5131,
Ebolavirus,Africa,Sierra Leone,2015-11-07,Suspected,5131,
Ebolavirus,Africa,Sierra Leone,2015-11-07,Suspected,5131,
Ebolavirus,Africa,Sierra Leone,2015-11-07,Suspected,5131,
Ebolavirus,Africa,Sierra Leone,2015-11-07,Suspected,5131,
Ebolavirus,Africa,Sierra Leone,2015-11-07,Suspected,5131,
Ebolavirus,Africa,Sierra Leone,2015-11-07,Suspected,5131,
Ebolavirus,Africa,Sierra Leone,2015-11-07,Suspected,5131,
Ebolavirus,Africa,Sierra Leone,2015-11-07,Suspected,5131,
Ebolavirus,Africa,Sierra Leone,2015-11-07,Suspected,5131,
Ebolavirus,Africa,Sierra Leone,2015-11-07,Suspected,5131,
Ebolavirus,Africa,Sierra Leone,2015-11-07,Suspected,5131,
Ebolavirus,Africa,Sierra Leone,2016-01-17,Suspected,0,
Ebolavirus,Africa,Sierra Leone,2016-01-24,Suspected,0,
Ebolavirus,Africa,Sierra Leone,2016-01-31,Suspected,0,
Ebolavirus,Africa,Sierra Leone,2016-02-07,Suspected,0,
